relative_path,extension,size_bytes,reachable,depth,is_entry,is_grain,included_by_count,includes_count
"grainFactoryLib/grains/generated/Memory/LDA_InstructionGrain.h",.h,3924,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDF_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDG_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDL_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDL_L_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDQ_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDQ_L_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDQ_U_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDS_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/LDT_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/RDUNIQUE_64_InstructionGrain.h",.h,4013,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/RPCC_InstructionGrain.h",.h,3920,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/SRL_InstructionGrain.h",.h,3926,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STF_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STG_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STL_C_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STL_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STQ_C_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STQ_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STQ_U_InstructionGrain.h",.h,3934,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STS_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/STT_InstructionGrain.h",.h,3906,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/Memory/WRUNIQUE_64_InstructionGrain.h",.h,4013,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/AMOVRM_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/AMOVRR_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/BPT_InstructionGrain.h",.h,3907,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/BUGCHK_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CALLSYS_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CALL_PAL_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CFLUSH_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CHME_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CHMK_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CHMS_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CHMU_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CSERVE_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/CSIR_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/DI_InstructionGrain.h",.h,3893,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/DRAINA_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/DTBIS_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/EI_InstructionGrain.h",.h,3893,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/GENTRAP_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/HALT_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/IMB_InstructionGrain.h",.h,3907,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INITPAL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQHILR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQHIL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQHIQR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQHIQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQTILR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQTIL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQTIQR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQTIQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQUEL_D_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQUEL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQUEQ_D_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/INSQUEQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/LDQP_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_ASN_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_ASTEN_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_ASTSR_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_ESP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_FEN_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_IPL_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_MCES_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_PCBB_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_PRBR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_PTBR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_SISR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_SSP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_TBCHK_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_USP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_VPTB_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MFPR_WHAMI_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_ASTEN_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_ASTSR_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_DATFX_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_ESP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_FEN_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_IPIR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_IPL_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_MCES_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_PERFMON_InstructionGrain.h",.h,4033,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_PRBR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_SCBB_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_SIRR_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_SSP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_TBIAP_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_TBIA_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_TBISD_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_TBISI_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_TBIS_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_USP_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/MTPR_VPTB_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC01_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC02_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC03_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC04_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC05_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC06_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/OPC07_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PAL19_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PAL1B_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PAL1D_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PAL1E_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PAL1F_InstructionGrain.h",.h,3931,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PROBER_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/PROBEW_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDCOUNTERS_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDKSP_64_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDKSP_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDMCES_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDMCES_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDPCBB_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDPER_64_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDPSR_64_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDPS_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDTEB_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDTHREAD_64_InstructionGrain.h",.h,4019,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDUSP_64_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDUSP_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RDVAL_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RD_PS_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/READ_UNQ_InstructionGrain.h",.h,3976,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REBOOT_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REBOOT_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REI_InstructionGrain.h",.h,3907,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQHILR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQHIL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQHIQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQTILR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQTIL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQTIQR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQTIQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQUEL_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQUEQ_D_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQUEQ_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/REMQUEUD_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RESTART_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RETSYS_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RSCC_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/RTI_InstructionGrain.h",.h,3907,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/SSIR_64_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/STQP_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/SWASTEN_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/SWPCTX_InstructionGrain.h",.h,3949,False,-1,False,True,2,6
"grainFactoryLib/grains/generated/PAL/SWPIPL_InstructionGrain.h",.h,3949,False,-1,False,True,2,6
"grainFactoryLib/grains/generated/PAL/SWPPROCESS_InstructionGrain.h",.h,4005,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/TBIA_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/TBISASN_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/TBIS_InstructionGrain.h",.h,3921,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/TBI_InstructionGrain.h",.h,3907,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/THIS_64_InstructionGrain.h",.h,3963,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WHAMI_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRENT_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRFEN_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRIPIR_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRITE_UNQ_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRKGP_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRMCES_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRMCES_InstructionGrain.h",.h,3949,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRPERFMON_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRPRBR_64_InstructionGrain.h",.h,3991,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRUSP_64_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRUSP_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRVAL_InstructionGrain.h",.h,3935,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WRVPTPTR_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/grains/generated/PAL/WR_PS_SW_InstructionGrain.h",.h,3977,False,-1,False,True,1,6
"grainFactoryLib/iGrain-DualCache_singleton.h",.h,599,True,3,False,False,2,2
"grainFactoryLib/iGrain-DualLookup_inl.h",.h,7303,False,-1,False,False,2,6
"grainFactoryLib/iGrain-Invalidations_inl.h",.h,1480,False,-1,False,False,0,2
"grainFactoryLib/iGrain-KeyIdenties.h",.h,2258,True,4,False,False,5,0
"grainFactoryLib/iGrain-Parameter-DecodeCache.h",.h,8224,True,4,False,False,1,0
"grainFactoryLib/iGrain_SemanicExamples.h",.h,9358,False,-1,False,False,0,2
"grainFactoryLib/iGrain_helper_inl.h",.h,12774,True,4,False,False,6,1
"grainFactoryLib/iSpam-Ev6InstructionCache.h",.h,1971,False,-1,False,False,0,0
"grainFactoryLib/iSpam-InstructionCacheTag.h",.h,3018,False,-1,False,False,0,1
"grainFactoryLib/iSpamBucket.h",.h,4112,False,-1,False,False,0,0
"grainFactoryLib/iSpam_Manager.h",.h,2755,False,-1,False,False,0,0
"grainFactoryLib/instructionFormatClassifier.h",.h,7476,False,-1,False,False,1,0
"machineLib/MemoryExecutionStages.h",.h,12564,False,-1,False,False,0,12
"machineLib/PipeLineSlot.h",.h,13651,True,4,False,False,661,11
"machineLib/PipeLineSlot_inl.h",.h,15862,True,5,False,False,5,6
"machineLib/machineLib_global.h",.h,254,False,-1,False,False,1,0
"machineLib/machinelib.cpp",.cpp,56,False,-1,False,False,0,1
"machineLib/machinelib.h",.h,177,False,-1,False,False,1,1
"main.cpp",.cpp,3935,True,0,True,False,0,6
"memoryLib/FirmwareDeviceManager.h",.h,17702,True,5,False,False,2,2
"memoryLib/GuestMemory.cpp",.cpp,15005,True,3,False,False,0,5
"memoryLib/GuestMemory.h",.h,10585,True,2,False,False,16,3
"memoryLib/MemoryBarrierCoordinator.h",.h,10028,True,4,False,False,1,10
"memoryLib/MemorySpan.h",.h,3329,True,3,False,False,2,0
"memoryLib/SafeMemory.cpp",.cpp,12604,True,4,False,False,0,3
"memoryLib/SafeMemory.h",.h,8639,True,3,False,False,7,4
"memoryLib/SparseMemoryBacking.h",.h,13483,True,4,False,False,2,2
"memoryLib/SrmRomLoader.cpp",.cpp,7817,True,3,False,False,0,2
"memoryLib/SrmRomLoader.h",.h,6268,True,2,False,False,3,1
"memoryLib/WriteBufferManager.cpp",.cpp,8859,True,4,False,False,0,2
"memoryLib/WriteBufferManager.h",.h,7354,True,3,False,False,4,4
"memoryLib/global_GuestMemory.cpp",.cpp,1143,True,3,False,False,0,2
"memoryLib/global_GuestMemory.h",.h,1551,True,2,False,False,9,0
"memoryLib/global_MemoryBarrierCoordinator.h",.h,562,True,3,False,False,4,1
"memoryLib/global_firmwaredevicemanager.cpp",.cpp,5105,True,4,False,False,0,3
"memoryLib/global_firmwaredevicemanager.h",.h,2324,True,3,False,False,2,0
"memoryLib/global_memoryInterface.cpp",.cpp,3480,False,-1,False,False,0,4
"memoryLib/global_memoryInterface.h",.h,3081,False,-1,False,False,1,1
"memoryLib/global_writeBufferManager.cpp",.cpp,3418,True,4,False,False,0,3
"memoryLib/global_writeBufferManager.h",.h,2232,True,3,False,False,2,0
"memoryLib/memory_core.h",.h,13739,True,3,False,False,12,1
"mmioLib/IDeviceEmulator.h",.h,8832,False,-1,False,False,0,2
"mmioLib/MMIO_Attribute.h",.h,2816,False,-1,False,False,0,1
"mmioLib/ScsiControllerKzpba.h",.h,805,False,-1,False,False,0,0
"mmioLib/global_mmioManager.cpp",.cpp,687,True,4,False,False,0,2
"mmioLib/global_mmioManager.h",.h,989,True,3,False,False,3,0
"mmioLib/helperLibrary_mmioLib.h",.h,14,False,-1,False,False,0,0
"mmioLib/mmioLib_global.h",.h,236,True,4,False,False,2,0
"mmioLib/mmio_DMACoherencyManager.h",.h,17643,False,-1,False,False,0,6
"mmioLib/mmio_DegradedDevices.h",.h,3328,False,-1,False,False,0,1
"mmioLib/mmio_DeviceCatalog.cpp",.cpp,13961,False,-1,False,False,0,3
"mmioLib/mmio_DeviceCatalog.h",.h,3499,False,-1,False,False,1,1
"mmioLib/mmio_Manager.cpp",.cpp,7106,True,4,False,False,0,2
"mmioLib/mmio_Manager.h",.h,3437,True,3,False,False,7,4
"mmioLib/mmio_PlatformTemplates.h",.h,6305,False,-1,False,False,0,1
"mmioLib/mmio_deviceTemplate.h",.h,6255,False,-1,False,False,1,5
"mmioLib/mmio_helper.h",.h,1436,False,-1,False,False,0,1
"mmioLib/mmiolib.cpp",.cpp,47,False,-1,False,False,0,1
"mmioLib/mmiolib.h",.h,156,False,-1,False,False,1,1
"mmuLib/mmuLib_core.h",.h,1221,False,-1,False,False,1,0
"mmuLib/mmuLib_global.h",.h,230,False,-1,False,False,1,0
"mmuLib/mmulib.cpp",.cpp,44,False,-1,False,False,0,1
"mmuLib/mmulib.h",.h,149,False,-1,False,False,1,1
"palLib_EV6/CallPalHelpers_inl.h",.h,4472,False,-1,False,False,0,0
"palLib_EV6/PAL_core.h",.h,20211,True,4,False,False,11,3
"palLib_EV6/PalArgumentPack_str.h",.h,6238,True,4,False,False,3,1
"palLib_EV6/PalAugmentPackClass.h",.h,9623,False,-1,False,False,0,4
"palLib_EV6/PalCode_Helpers_inl.h",.h,1207,False,-1,False,False,0,0
"palLib_EV6/PalConsoleHandlers_EV6.h",.h,5282,False,-1,False,False,0,2
"palLib_EV6/PalExceptionRouter.h",.h,1249,False,-1,False,False,0,1
"palLib_EV6/PalVectorId_inl.h",.h,4071,True,5,False,False,1,1
"palLib_EV6/PalVectorId_refined.h",.h,17506,True,4,False,False,6,1
"palLib_EV6/PalVectorTable_final.h",.h,11443,True,3,False,False,8,6
"palLib_EV6/Pal_CSERVE_ConsoleHandlers_inl.h",.h,916,True,6,False,False,1,6
"palLib_EV6/Pal_HW_MTPR_InstructionGrain.h",.h,124,False,-1,False,True,0,0
"palLib_EV6/Pal_Service.h",.h,217389,True,5,False,False,3,26
"palLib_EV6/Pal_TLB_Shootdown.h",.h,1778,False,-1,False,False,0,2
"palLib_EV6/Pal_core_inl.h",.h,23765,True,4,False,False,6,4
"palLib_EV6/Pal_dtb_miss_handler_ev6.h",.h,9202,False,-1,False,False,0,10
"palLib_EV6/Pal_mapClassToPalVector_inl.h",.h,1697,False,-1,False,False,0,1
"palLib_EV6/astsr_clear_inl.h",.h,262,False,-1,False,False,0,0
"palLib_EV6/decodePalFunc_inl.h",.h,1916,False,-1,False,False,0,2
"palLib_EV6/executeMFPR_inl.h",.h,1218,False,-1,False,False,0,2
"palLib_EV6/executeMTPR_IPR.h",.h,1411,False,-1,False,False,0,2
"palLib_EV6/executePalReset_iface.h",.h,5256,False,-1,False,False,0,1
"palLib_EV6/executeREI_iface.h",.h,39,False,-1,False,False,0,0
"palLib_EV6/executeRETSYS_iface.h",.h,677,False,-1,False,False,0,0
"palLib_EV6/executeRTI_iface.h",.h,1522,False,-1,False,False,0,0
"palLib_EV6/executeSWPIPL_iface.h",.h,681,False,-1,False,False,0,0
"palLib_EV6/executeTBIA.h",.h,377,False,-1,False,False,0,1
"palLib_EV6/executeTBIAP.h",.h,401,False,-1,False,False,0,1
"palLib_EV6/executeTBIS.h",.h,660,False,-1,False,False,0,1
"palLib_EV6/executeTBISD.h",.h,547,False,-1,False,False,0,1
"palLib_EV6/executeTBISI.h",.h,549,False,-1,False,False,0,1
"palLib_EV6/global_PalVectorTable.cpp",.cpp,963,True,6,False,False,0,2
"palLib_EV6/global_PalVectorTable.h",.h,1316,True,5,False,False,5,0
"palLib_EV6/grains/CallPal/PAL_MFPR_InstructionGrain.h",.h,165,False,-1,False,True,0,0
"palLib_EV6/grains/CallPal/Pal_BPT_InstructionGrain.h",.h,1640,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_BUGCHK_InstructionGrain.h",.h,1710,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_CALLSYS_OSF_InstructionGrain.h",.h,1503,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_CFLUSH_InstructionGrain.h",.h,2862,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_DRAINA_InstructionGrain.h",.h,2863,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_GENTRAP_InstructionGrain.h",.h,2559,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_HALT_InstructionGrain.h",.h,2598,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_IMB_InstructionGrain.h",.h,1066,False,-1,False,True,0,3
"palLib_EV6/grains/CallPal/Pal_RDUNIQUE_OSF_nstructionGrain.h",.h,1141,False,-1,False,False,0,4
"palLib_EV6/grains/CallPal/Pal_RD_PS_InstructionGrain.h",.h,1825,False,-1,False,True,0,1
"palLib_EV6/grains/CallPal/Pal_RD_UNIQ_InstructionGrain.h",.h,2421,False,-1,False,True,0,1
"palLib_EV6/grains/CallPal/Pal_WRUnique_OSF_InstructionGrain.h",.h,1143,False,-1,False,True,0,4
"palLib_EV6/grains/CallPal/Pal_WR_PS_InstructionGrain.h",.h,2194,False,-1,False,True,0,1
